,title,rating,reviews,type,address,serviceOptions,gpsCoordinates,website,phone
3740,Atharva Library cum Reading Zone,4.9,75,Library,"B-740, 1st Floor, left side of Jaika Bakery Above Ashiyana Buildcon, In front of JK Copier Junwani main road , Smriti Nagar",,"{""latitude"":""21.2148518"",""longitude"":""81.3175151""}",https://www.facebook.com/Atharva-Library-113986867982556/,08982914207
3741,Asha Library Cum Reading Room bhilai,4.5,175,Public library,Near Gupta Phataka Stores and paliwal Complex Junwani Road Smriti Nagar,,"{""latitude"":""21.2114359"",""longitude"":""81.3162227""}",https://asha-library-cum-reading-room-bhilai.business.site/?utm_source=gmb&utm_medium=referral,07610733143
3742,FSZ-Fabulous Silence Zone Library,4.8,25,Library,"SHOP NO 1 AVADH COMPLEX, JUNWANI ROAD PUSHPAK NAGAR, near SIZZLERS FINE DINING",,"{""latitude"":""21.2094458"",""longitude"":""81.3157136""}",,07999432055
3743,Study Arena,4.8,41,Library,Street Number 4,,"{""latitude"":""21.2165252"",""longitude"":""81.3186959""}",https://study-arena-library.business.site/?utm_source=gmb&utm_medium=referral,09399191113
3744,All Day Library,4.6,15,Library,"Steel City Medical Center, Maharaja Chowk, opposite ICICI Bank",,"{""latitude"":""21.1738914"",""longitude"":""81.2956891""}",,09424108423
3745,Atsphere place to study & co-working space(Library),4.8,26,Library,"shop no 16/C b.s.p market, Risali Rd, behind Dinesh jewellers",,"{""latitude"":""21.1679883"",""longitude"":""81.3378542""}",,08827555882
3747,S. S. Self Study Library,4.9,87,Public library,"Plot no - 389/6, Street - 11, Pragati Nagar, Above Jiffy CarWash, Risali",,"{""latitude"":""21.1637364"",""longitude"":""81.3294223""}",,08871523799
3749,The Study Cafe,4.8,117,Public library,Public library,,"{""latitude"":""21.1966706"",""longitude"":""81.3339456""}",https://www.thestudycafes.com/,07440968519
3750,The study cafe,4.8,32,Library,"Sai baba vidhyalay Street, 40",,"{""latitude"":""21.187622"",""longitude"":""81.3482669""}",http://thestudycafes.com/,07440968519
3752,Shourya Reading Zone,4.4,25,Library,"Muktanagar, Padmanabhpur Road, near by Sunshine Aquriyam, near by Mathu Book Depo",,"{""latitude"":""21.1773632"",""longitude"":""81.2924358""}",,08103194440
3753,Arya's Reading Room,4.9,121,Library,"1st floor, Borsi Utai Road, behind New Calcutta sweets",,"{""latitude"":""21.166863"",""longitude"":""81.2995158""}",,09755792526
3754,Ambition Reading Zone,5.0,64,Library,Library,,"{""latitude"":""21.1770519"",""longitude"":""81.2921286""}",,09343924313
3755,The study cafe,4.4,17,Library,"2nd floor, above sbi bank oppsite church",,"{""latitude"":""21.1599525"",""longitude"":""81.3351203""}",https://www.thestudycafes.com/,09303977208
3766,ITM University Raipur Chattisgarh India,4.0,289,University,"3rd Floor, Shyam Plaza","""Better university in New raipur""","{""latitude"":""21.2495512"",""longitude"":""81.6459678""}",http://www.itmuniversity.org/,09826598201
3769,MATS University,3.7,377,College,"MATS Tower, Pagaria Complex","""This university is very clean so I love this university thank-you""","{""latitude"":""21.2518351"",""longitude"":""81.6466808""}",http://www.matsuniversity.ac.in/,07714078995
3776,KK Modi University Raipur Admission Office,4.8,135,University,University,Online estimates,"{""latitude"":""22.1236912"",""longitude"":""82.2109364""}",http://www.kkmu.edu.in/,09098040024
3777,Parul University - Chhattisgarh National Admission Offices,5.0,2,Private university,"Office No. 7, 3rd Floor Magnato Offizo, Magneto The Mall, Great Eastern Rd",,"{""latitude"":""21.2403974"",""longitude"":""81.6841382""}",,09510971473
3783,Pt. Ravishankar Shukla University,3.8,"1,394",University,Great Eastern Rd,"""Great University with a best faculty members and a spacious one""","{""latitude"":""21.2468599"",""longitude"":""81.5974452""}",http://www.prsu.ac.in/,07712262540
3786,"Amity University, Raipur",4.4,871,Private university,"MANTH (KHARORA), State Highway 9, Raipur - Baloda Bazar Rd","""Best University for quality and professional education.""","{""latitude"":""21.3962246"",""longitude"":""81.8926943""}",https://www.amity.edu/raipur/?utm_source=google&utm_medium=local-listing&utm_campaign=organic,07773010791
3787,"Shri Rawatpura Sarkar University, Raipur",3.9,362,University,"NH30, near Shadani Darbar","""A great university and their facilities""","{""latitude"":""21.1558483"",""longitude"":""81.693723""}",http://www.sruraipur.ac.in/,07222910411
3788,"University Office, IGKV Raipur",4.0,50,University,"6MMV+W5J, City Mall Rd","""Very popular university among the agriculture university in india""","{""latitude"":""21.234844"",""longitude"":""81.6928789""}",,07712443939
3790,"Kalinga University,Bhilai,C.G.",4.0,4,College,"111, Khichariya Complex, Nehru Nagar Chowk, C.g, Supela",,"{""latitude"":""21.2001413"",""longitude"":""81.3240727""}",https://kalingauniversity.ac.in/,09303097017
3791,Kushabhau Thakre Journalism And Mass Communication University,4.0,110,University,"5JCF+VQG, Kathadih, Sunder Nagar","""Best University of Journilajam ,""","{""latitude"":""21.1721866"",""longitude"":""81.6244376""}",http://www.ktujm.ac.in/,07712779202
3797,Pt. Ravishankar Shukla University,3.8,"1,394",University,Great Eastern Rd,"""Great University with a best faculty members and a spacious one""","{""latitude"":""21.2468599"",""longitude"":""81.5974452""}",http://www.prsu.ac.in/,07712262540
3799,KK Modi University Raipur Admission Office,4.8,135,University,University,Online estimates,"{""latitude"":""22.1236912"",""longitude"":""82.2109364""}",http://www.kkmu.edu.in/,09098040024
3806,Parul University - Raipur National Admission Offices,5.0,1,Private university,"OFFICE NO. 7, 3RD FLOOR, MAGNATO OFFIZO, MAGNETO THE MALL, Great Eastern Rd",,"{""latitude"":""21.2493564"",""longitude"":""81.5238842""}",,09510971473
3809,Chhattisgarh Kamdhenu Vishwavidyalaya,4.0,38,University,"Near 36, City Mall Rd",,"{""latitude"":""21.2371196"",""longitude"":""81.6866973""}",http://cgkv.ac.in/,07714223613
3812,Hidayatullah National Law University Raipur Chattisgarh India,4.4,190,University,"Opposite Jungle Safari, Sector 40, Uparwara","""There is a parallel universe at HNLU which is worth it to experience.""","{""latitude"":""21.1067365"",""longitude"":""81.7589228""}",https://www.hnlu.ac.in/,07713057603
3815,Indira Gandhi National Open University (IGNOU),3.7,74,University,"IGNOU Complex, Kachna Sadak",,"{""latitude"":""21.2605911"",""longitude"":""81.693778""}",http://www.ignou.ac.in/,07712971322
3824,Central College of IT,3.8,100,College,Fafadih road Opposite Lal Ganga Shopping Complex Midas,,"{""latitude"":""21.2636022"",""longitude"":""81.6370453""}",http://www.centralcollege.co.in/,09425504256
3842,RITCOM,3.6,66,College,"6HWP+MMV, Near Kaanger Valley Academy, Doomar Talab Thana Rd, behind Pt. Ravishankar Shukla University",,"{""latitude"":""21.2467323"",""longitude"":""81.5866704""}",https://ritcom.education/,09329773055
3843,Vivekanand Mahavidyalaya,3.9,123,College,"14, KK Rd, Opposite Moudhapara Masjid",,"{""latitude"":""21.2502506"",""longitude"":""81.6364485""}",http://www.vivekanandcollege.in/,07712887918
3848,Life Science Department,4.6,9,University,6HWV+7HW,"""Ravi Shankar Shukla University, Raipur (C.G.).""","{""latitude"":""21.2457373"",""longitude"":""81.5939684""}",http://www.prsu.ac.in/,07352833217
3850,Pt. Ramsakha Upadhyay College,4.3,168,Private College,Private College,"""... BCOM, BCA of Pt Ravishankar Shukla University Raipur""","{""latitude"":""21.2667379"",""longitude"":""81.6186239""}",,09827112400
3853,Science College,3.9,845,College,"Science College, Great Eastern Rd","""Near to University campus and NIT Raipur.""","{""latitude"":""21.2470017"",""longitude"":""81.6017008""}",,09827929309
3855,Indian Institute Of Technology–Bhilai (IIT–Bhilai),4.4,314,Technical university,"5M75+4RQ, GEC Campus, Old Dhamtari Rd",,"{""latitude"":""21.1628429"",""longitude"":""81.6596211""}",https://www.iitbhilai.ac.in/,07712973624
3860,"ICFAI Business School (IBS) Information Office - Raipur, Chhattisgarh",5.0,2,Business school,"National Corporate Park, OFFICE NO 205 ,2nd, Great Eastern Rd, Near Raj Kumar COllege",,"{""latitude"":""21.244234"",""longitude"":""81.6111283""}",https://www.ibsindia.org/,09981849311
3862,Durga Mahavidyalaya,3.9,481,College,"14, KK Rd, Opposite Moudhapara Masjid",,"{""latitude"":""21.2500699"",""longitude"":""81.6353749""}",http://www.durgacollege.in/index.php,07712523753
3868,"SCOPE College of Nursing,",4.1,67,Private College,"Behind Ravishankar University, Infront of Kanger Valley School, Doomar Talab Thana Rd",,"{""latitude"":""21.2475534"",""longitude"":""81.5874284""}",http://www.scoperaipur.com/,07712263020
3870,Pt. Harishankar Shukla College,3.5,217,College,"Near Avinash Chitwan, Main Road, Kachna Rd",,"{""latitude"":""21.2609225"",""longitude"":""81.6906482""}",https://harishankargroup.com/college/,07712285244
3873,Kaanger Valley Academy,4.2,175,Private university,"6HVP+PFG, Ring Road No. 1",,"{""latitude"":""21.244312"",""longitude"":""81.5862151""}",http://www.kva.edu.in/,07712262478
3874,Agrasen Mahavidyalaya,3.9,146,College,near Jaitu Sao Math,,"{""latitude"":""21.2317322"",""longitude"":""81.6259306""}",http://www.agrasencollege.net/,07716454998
3878,Mahant Laxminarayan Das College,3.6,305,College,Kalibadi Rd,,"{""latitude"":""21.2361527"",""longitude"":""81.6387589""}",http://www.mldcollege.com/,07714057374
3881,Sharda University Counseling Centre Raipur,3.0,2,Educational institution,"Ishwari Plaza, Main Road Telibandha, Shop No. 9 1st Floor","""Best university in Delhi NCR.""","{""latitude"":""21.2415302"",""longitude"":""81.6595189""}",https://www.sharda.ac.in/,09205471858
3885,COLUMBIA COLLEGE OF PHARMACY (CCP),4.8,9,College,"Laxmi Plaza, JPES, 3rd, Chowk",,"{""latitude"":""21.2359952"",""longitude"":""81.6382917""}",http://ccpraipur.com/,07714004682
3886,Vivek Convent Hr. Sec School,4.7,33,Higher secondary school,"Station Road, chowk",,"{""latitude"":""21.2560049"",""longitude"":""81.6349658""}",,07712523906
3891,Mahavir English Medium School,3.7,37,School,7J7H+9M5,,"{""latitude"":""21.263392"",""longitude"":""81.6292299""}",,07712592480
3892,Ram Nagar Primary School,3.9,8,Primary school,7J2G+P27,,"{""latitude"":""21.2517808"",""longitude"":""81.6250491""}",,07224010411
3897,Honhar Play School,3.0,1,School,"7J6J+52G, Janta Colony, Srinagar Rd, Gudhiyari, behind Kali Mandir",,"{""latitude"":""21.2604323"",""longitude"":""81.6300783""}",,07712592599
3902,Saraswati Shishu Mandir Higher Secondary School,4.2,49,High school,7J5X+R76,,"{""latitude"":""21.25953"",""longitude"":""81.648154""}",,07712583097
3904,Ojaswee Public School,,,School,"Ganesh Chowk, Durga Chowk, Near Doransan Complex, Gogaon Main Rd",,"{""latitude"":""21.261056"",""longitude"":""81.6196229""}",,07000018880
3908,Rainbow English Medium School,2.8,5,Primary school,"207, Main Rd",,"{""latitude"":""21.24662"",""longitude"":""81.621146""}",,09827488335
3909,"Play Home Heights Public School, Mohrenga",1.0,2,Public educational institution,6JWM+G5F,,"{""latitude"":""21.246315"",""longitude"":""81.632931""}",,09303122269
3913,DECENT WORLD SCHOOL,3.0,2,School,"6MW4+J2H, Mandi Gate- Ram Mandir Rd",,"{""latitude"":""21.2465724"",""longitude"":""81.6551108""}",,07471122971
3915,Scholars English Medium School,4.0,60,School,"Main Rd, Near Circuit House",,"{""latitude"":""21.2394178"",""longitude"":""81.6507019""}",http://scholarsenglishmediumschool.in/slider/extended-premium-features/,07714057415
3916,Shri Balaji Vidya Mandir,3.9,88,School,"7J5W+Q2W, Devendra Nagar Main Rd",,"{""latitude"":""21.2594973"",""longitude"":""81.645068""}",https://sbvmraipur.in/,07712582277
3921,Rajdeep Public School | Best CG board School In Raipur,3.9,8,School,School,,"{""latitude"":""21.2642649"",""longitude"":""81.6166914""}",http://www.rajdeeppublicschool.org/,06262209000
3925,Little Flower School,3.0,18,School,6JMW+J6R,,"{""latitude"":""21.2341104"",""longitude"":""81.6455154""}",,07712423848
3926,Raipur Convent Hr. Sec. School,4.1,13,School,"7J79+WF6, Near Kali Mandir",,"{""latitude"":""21.2647995"",""longitude"":""81.6186537""}",,08109077723
3930,Little Prints Play School,4.8,13,Preschool,Gali Number 4,,"{""latitude"":""21.264757"",""longitude"":""81.641026""}",,09755006688
3941,Jyoti School Raipur,4.0,8,School,Kailashpuri Rd,,"{""latitude"":""21.2280794"",""longitude"":""81.6327283""}",https://jyotischoolcg.com/,08319883884
3942,Piyali School,4.9,9,School,School,,"{""latitude"":""21.252602"",""longitude"":""81.6571434""}",,08435386927
3945,Kids Care School Of Education,4.9,12,School,492007,,"{""latitude"":""21.250658"",""longitude"":""81.6603624""}",http://www.kidscareschool.in/,09425503854
3947,Police Public School,4.4,34,School,School,,"{""latitude"":""21.2295267"",""longitude"":""81.6460435""}",https://www.policepublicschoolcg.edu.in/,09479193826
3951,Raipur Convent Higher Secondary School,3.5,54,School,315,,"{""latitude"":""21.2647342"",""longitude"":""81.6187117""}",https://rchss-550c6.firebaseapp.com/,08109077721
3954,Mother Teresa English School,5.0,3,School,"6MJ3+VQV, Katora Talab, Gitti Khadan Road",,"{""latitude"":""21.2322479"",""longitude"":""81.6544119""}",,07714084306
3955,Jatan Devi Daga H.S. School,4.2,83,High school,"M. House, 7, Gaurav Path, Near C",,"{""latitude"":""21.239938"",""longitude"":""81.651068""}",http://jddhs.org/,07712427394
3958,Angels School Of Excellence,3.9,23,School,"Pension Bada Rd, beside Chhattisgarh Secondary Board",,"{""latitude"":""21.2273844"",""longitude"":""81.6484514""}",,09300205000
3962,ACE School of education,,,School,6MX6+8R5,,"{""latitude"":""21.2482508"",""longitude"":""81.6621058""}",,09109144474
3963,MDS International School Raipur,4.8,12,School,Street 1,,"{""latitude"":""21.2618254"",""longitude"":""81.6686367""}",,06267566673
3965,The American School,,,Preschool,D-312,,"{""latitude"":""21.229404"",""longitude"":""81.6519408""}",http://www.theamericanschool.org/,09229355576
3967,Mother's Pride Senior Secondary School,4.0,73,School,1 Near Orbit Mall,,"{""latitude"":""21.2340206"",""longitude"":""81.6123947""}",https://mothersprideschool.org/,07712241907
3970,Kids Nursery & Play School,4.2,6,Elementary school,"Rani, In Front Of G.T. Plaza Complex, Avanti Bai Chowk",,"{""latitude"":""21.2623864"",""longitude"":""81.6577862""}",,09827908480
3973,Natkhhat genius play school,5.0,9,Play School,"Lane no.4 fafadih house no.21 Near lalwani agency, near prannath Mission hospital",,"{""latitude"":""21.266257"",""longitude"":""81.643235""}",https://natkhhatgeniusplayschool.business.site/?utm_source=gmb&utm_medium=referral,07987236297
3976,Holy Mother Hr. Sec. Public School,4.2,17,School,"Sundar Nagar Chowk, near Hanuman Temple",,"{""latitude"":""21.234488"",""longitude"":""81.612109""}",,07716051000
3980,Veda International School,4.8,38,School,"301 Sunder Nagar marg, 410, sahaj marg",,"{""latitude"":""21.232325"",""longitude"":""81.6116327""}",http://vedainternationalschool.com/,09589150124
3986,Swami Vivekananda Senior Secondary School,3.4,17,Secondary school,"6JP2+XV4, New",,"{""latitude"":""21.2370308"",""longitude"":""81.6037098""}",http://www.svsraipur.com/,07714061604
3987,Aarambh Pre-School,4.7,26,Kindergarten School,"Daldal Seoni Main Rd, near Kool Homes",,"{""latitude"":""21.2713891"",""longitude"":""81.664387""}",http://aarambhpreschool.com/,07714001005
3996,Honey Bunny School,5.0,2,Kindergarten School,"No B22, Vivekanand Nagar Main Rd",,"{""latitude"":""21.225959"",""longitude"":""81.6499567""}",,09713731000
4006,Chhattisgarh hospital,5.0,2,Hospital,492009,,"{""latitude"":""21.2512038"",""longitude"":""81.6298708""}",,07587145579
4007,Lifeworth Super Speciality Hospital,3.8,128,General hospital,"Samta Colony Main Rd, near आईडीबीआई बैंक",,"{""latitude"":""21.2457822"",""longitude"":""81.6174932""}",,07714065400
4008,Shree Narayana Hospital,3.4,483,General hospital,"Mandi Rd, Near Ganj Mandi, Pandri, behind sector 5",,"{""latitude"":""21.2636235"",""longitude"":""81.6497993""}",http://snh.org.in/,09300373737
4009,City Hospital,3.5,64,General hospital,"1, Jalashaya Marg",,"{""latitude"":""21.2465385"",""longitude"":""81.6099745""}",,07714262920
4010,SHREE KALYAN MULTISPECIALITY HOSPITAL,4.7,58,Hospital,"MAIN ROAD, near WALTAIR RAILWAY LINE",,"{""latitude"":""21.2653806"",""longitude"":""81.6371725""}",http://www.shreekalyanhospital.com/,07714069292
4011,Chhatisgarh Hospital,4.2,9,Hospital,Choubey Colony,,"{""latitude"":""21.23838"",""longitude"":""81.62975""}",,07712253600
4013,Banthia Hospital – Cardiology Hospital | Multispecialty Hospital in Raipur,2.8,30,General hospital,Raja Talab Road,,"{""latitude"":""21.2459526"",""longitude"":""81.6473397""}",https://banthia-hospital-raipur.business.site/?utm_source=gmb&utm_medium=referral,07712424737
4015,Shree Hospital,4.2,35,Hospital,Hospital,,"{""latitude"":""21.272391"",""longitude"":""81.6333399""}",,08349876756
4016,City-24 Multispeciality Hospital,4.6,14,Hospital,"#36, Main Road, Badhaipara, Opp, Rajdhani Blood Bank",,"{""latitude"":""21.2451416"",""longitude"":""81.6301295""}",,09806565653
4018,Shri Ram Hospital,4.3,41,General hospital,"6JP6+FMF, Mahadev Ghat Road Near Allahabad Bank Daganiya Sunder Nagar",,"{""latitude"":""21.2361877"",""longitude"":""81.6116773""}",,07714040700
4019,Suyash Hospital,4.4,"3,605",General hospital,"Gudhiyari Road, near Avinash lifestyle tower, behind Hotel Piccadily",,"{""latitude"":""21.2584089"",""longitude"":""81.6059521""}",http://www.suyashhospitalraipur.com/,09926386660
4020,Gayatri Hospital,3.9,128,General hospital,"Gayatri Hospital Rohinipuram, Behind Ralas Enclave",,"{""latitude"":""21.2391584"",""longitude"":""81.6039611""}",http://gayatrihospital.in/,07712263305
4022,SHREEHARIKISHAN HOSPITAL,4.6,19,Hospital,"Karma Chowk, Kota Rd",,"{""latitude"":""21.2514859"",""longitude"":""81.6216804""}",,09827377777
